,date,open,high,low,close,volume,trades
843,2016-02-08,373.79,377.77941,371.6601,373.47,443.17404046,508
844,2016-02-09,371.99999,381.39723,371.26178,374.44476,817.40577502,651
845,2016-02-10,374.96927,384.75592,371.70825,380.00001,1174.18769857,1531
846,2016-02-11,380.0,383.95,373.67,377.76,1332.49939275,1800
847,2016-02-12,377.76,383.48999,375.76,380.91,977.51909123,1124
848,2016-02-13,381.45,391.14,380.91001,390.0,787.50986502,1326
849,2016-02-14,390.99999,407.34542,388.7201,404.75079,656.22181722,943
850,2016-02-15,404.75079,409.30768,392.0,392.00087,713.85152284,878
851,2016-02-16,395.99769,408.6,390.10001,405.5,1024.48791176,1287
852,2016-02-17,405.23881,421.7991,403.01282,413.86,1199.23906119,2038
853,2016-02-18,413.49001,424.78854,411.46001,421.17,820.85664481,1289
854,2016-02-19,420.01,421.01,413.1337,417.5813,445.84891762,547
855,2016-02-20,418.49997,442.0,418.21018,435.0,1137.48099201,696
856,2016-02-21,436.15713,443.99999,422.49602,433.389,857.57710561,923
857,2016-02-22,431.20361,437.14394,422.0,433.5111,917.76519553,1311
858,2016-02-23,431.82001,437.14641,414.28892,417.47006,1204.39808293,993
859,2016-02-24,417.44374,427.1,408.14416,423.20278,768.12050275,768
860,2016-02-25,423.99999,425.99998,416.69864,421.85,746.25778678,900
861,2016-02-26,422.76984,433.0,417.64758,433.0,459.17621408,678
862,2016-02-27,433.04,435.99809,428.5,432.92,615.00791535,725
863,2016-02-28,432.49,434.98,421.07001,430.77929,177.42158981,595
864,2016-02-29,430.77929,442.0,429.28651,438.24,584.04279785,532
865,2016-03-01,437.893,439.406,422.794,431.48,1807.94366283,1178
866,2016-03-02,431.48,432.475,412.0,421.17,1344.91873428,1313
867,2016-03-03,421.71,431.111,417.0,419.621,3659.17016214,2425
868,2016-03-04,421.33,424.49,404.87,406.67,3020.26042887,2641
869,2016-03-05,406.67,407.77,388.401,393.161,4395.3263442,2998
870,2016-03-06,393.18,410.057,387.27,400.649,1730.36531397,1452
871,2016-03-07,400.649,414.12,397.395,410.01,1289.67885064,1669
872,2016-03-08,410.453,414.357,407.5,412.04,1315.05989734,1163
873,2016-03-09,411.92,414.735,406.45,411.93,1564.18525251,1019
874,2016-03-10,410.52,429.702,409.42,415.83,2772.20313482,2090
875,2016-03-11,416.5,423.65,415.0,420.349,1521.51143374,1248
876,2016-03-12,419.19,420.589,406.15,406.655,4301.44101092,2851
877,2016-03-13,408.681,413.615,406.66,408.32,2155.37911977,1990
878,2016-03-14,410.331,416.966,407.74,414.431,3341.57440878,2582
879,2016-03-15,414.5,417.089,412.173,415.14,1782.3582059,1382
880,2016-03-16,415.29,419.04,412.871,418.166,1605.64099467,2282
881,2016-03-17,418.166,422.69,416.83,419.812,1841.74962798,1727
882,2016-03-18,420.995,420.996,405.031,407.901,3224.53354456,2479
883,2016-03-19,407.902,411.443,405.527,409.53,1850.62017613,1310
884,2016-03-20,409.92,414.818,409.92,413.639,805.37887638,782
885,2016-03-21,413.189,414.359,407.676,412.318,1344.26416368,1177
886,2016-03-22,412.25,417.9,411.169,417.16,1649.59546351,1106
887,2016-03-23,417.89,417.98,411.89,416.0,1274.31785846,1029
888,2016-03-24,415.566,417.78,413.12,415.04,1187.85073548,1216
889,2016-03-25,415.03,419.759,413.61,415.341,943.39452085,781
890,2016-03-26,415.851,418.4,415.28,417.573,978.54679088,469
891,2016-03-27,417.573,429.999,415.9,425.007,1292.97249245,822
892,2016-03-28,425.012,426.39,421.134,423.0,1137.46730781,970
893,2016-03-29,422.51,428.109,405.0,416.7,1234.4149428,795
894,2016-03-30,414.88,416.01,409.123,412.432,1042.93259746,957
895,2016-03-31,412.432,419.988,412.422,416.1,2093.38661103,748
896,2016-04-01,416.1,419.039,415.5,417.9,648.04544993,381
897,2016-04-02,417.9,423.17,417.9,421.0,524.02184007,351
898,2016-04-03,420.631,421.66,417.959,421.497,495.93460619,309
899,2016-04-04,421.48,421.6,417.542,420.99,582.49700918,397
900,2016-04-05,419.51,424.97,419.5,422.76,985.01747775,721
901,2016-04-06,423.0,424.611,421.56,423.55,891.88250026,581
902,2016-04-07,423.54,424.39,420.06,422.01,1047.52218418,358
903,2016-04-08,422.27,425.96,418.0,418.551,860.5745307,810
904,2016-04-09,419.351,420.75,415.0,418.079,847.10658518,611
905,2016-04-10,418.095,422.919,416.96,420.8,1653.58408562,1420
906,2016-04-11,420.65,424.5,420.226,423.53,1256.09198973,967
907,2016-04-12,423.0,430.358,423.0,426.71,1155.98638326,1349
908,2016-04-13,426.69,427.71,422.0,423.538,1185.14415083,873
909,2016-04-14,424.12,425.772,422.385,424.519,513.18561871,397
910,2016-04-15,426.04,431.02,424.647,429.25,637.08322011,470
911,2016-04-16,428.588,434.225,427.972,428.649,782.76846673,582
912,2016-04-17,430.1,431.366,424.578,427.55,561.66602068,507
913,2016-04-18,426.77,429.798,426.28,427.42,1041.33383008,922
914,2016-04-19,427.42,437.998,426.8,436.277,1174.73695004,589
915,2016-04-20,435.999,444.0,434.27,440.965,1573.49069,710
916,2016-04-21,440.965,451.339,440.11,450.118,929.49301806,655
917,2016-04-22,449.166,450.09,442.7,447.559,637.17797835,483
918,2016-04-23,446.003,450.711,443.216,450.711,697.79997744,413
919,2016-04-24,450.711,460.0,445.4,459.5,1119.79093256,601
920,2016-04-25,459.5,469.69,452.5,461.882,1499.927835,790
921,2016-04-26,464.358,470.0,462.085,467.49,903.14269131,617
922,2016-04-27,466.84,469.178,444.0,444.01,1581.65048552,835
923,2016-04-28,445.99,452.005,435.427,450.42,1765.42310661,851
924,2016-04-29,450.49,457.59,447.39,457.59,943.25400149,574
925,2016-04-30,458.12,458.12,446.44,448.906,1183.06132266,1064
926,2016-05-01,448.904,454.469,446.851,452.072,286.45371155,232
927,2016-05-02,452.34,453.58,440.0,444.535,1356.18527065,897
928,2016-05-03,444.552,452.52,442.52,451.75,1225.40341292,763
929,2016-05-04,451.52,451.725,444.86,447.841,716.89959339,399
930,2016-05-05,447.768,450.0,447.224,448.71,642.54314292,356
931,2016-05-06,448.71,462.369,447.171,462.341,1843.92832575,733
932,2016-05-07,459.57,462.152,457.92,459.47,280.7667734,243
933,2016-05-08,459.0,461.788,455.948,459.1,659.28489475,362
934,2016-05-09,458.08,464.99,455.99,461.99,1250.33424585,409
935,2016-05-10,461.721,463.49,450.0,452.13,1013.24355492,492
936,2016-05-11,452.569,455.0,450.99,453.21,1803.31808499,685
937,2016-05-12,453.29,455.95,449.394,455.95,840.4801153,682
938,2016-05-13,455.949,457.5,452.612,456.281,1285.47660469,675
939,2016-05-14,456.863,458.059,453.786,454.581,956.20465056,474
940,2016-05-15,455.4,459.787,454.14,457.649,273.8081032,267
941,2016-05-16,457.397,458.0,450.167,453.769,1269.23949153,788
942,2016-05-17,453.0,454.91,451.0,453.283,1103.60164185,791
943,2016-05-18,452.788,455.88,452.345,452.35,1306.21491352,731
944,2016-05-19,453.29,453.8,429.0,429.0,1400.39894995,1117
945,2016-05-20,429.0,442.629,427.061,435.255,974.52793627,766
946,2016-05-21,439.8,441.0,431.012,438.551,674.10713316,495
947,2016-05-22,438.561,442.0,433.34,437.45,2794.53719104,964
948,2016-05-23,437.52,444.012,435.55,442.99,2893.73461032,1147
949,2016-05-24,442.99,445.785,441.48,444.516,1404.71292779,997
950,2016-05-25,443.06,449.21,443.02,448.3,615.18590462,559
951,2016-05-26,448.3,452.45,445.19,452.409,908.69858284,613
952,2016-05-27,452.409,477.0,452.409,471.471,1861.14560185,1860
953,2016-05-28,471.471,545.0,450.55,522.0,5187.82575273,2987
954,2016-05-29,523.998,549.0,470.0,518.982,2604.02209032,2086
955,2016-05-30,521.349,540.0,518.977,529.0,925.90751508,1142
956,2016-05-31,529.0,544.53,510.965,531.19,2715.74576128,2095
957,2016-06-01,530.834,541.77,485.895,535.565,1990.51260945,1295
958,2016-06-02,535.231,539.675,531.523,537.122,1856.93965633,737
959,2016-06-03,536.928,576.03,536.061,569.0,2673.19577293,1610
960,2016-06-04,569.382,588.71,562.0,572.447,2460.69301591,1250
961,2016-06-05,573.121,583.669,568.069,574.074,1174.57824293,755
962,2016-06-06,573.353,586.299,573.353,585.0,1021.72198642,723
963,2016-06-07,584.99,589.91,565.38,578.2,3445.00732821,1388
964,2016-06-08,578.3,582.13,571.709,581.98,1349.38147871,929
965,2016-06-09,581.98,581.98,571.596,575.014,1371.58565316,509
966,2016-06-10,576.286,581.8,572.878,579.77,1378.95354756,590
967,2016-06-11,580.574,609.436,579.28,609.421,1674.20253251,927
968,2016-06-12,608.726,683.057,603.0,667.063,5122.90972205,3357
969,2016-06-13,670.47,717.794,659.001,703.369,3952.06851993,3186
970,2016-06-14,703.369,703.95,647.264,685.75,4355.66858162,2947
971,2016-06-15,683.665,697.594,671.578,696.0,1895.60688763,1485
972,2016-06-16,696.0,776.709,695.57,763.008,5718.3365549701,3857
973,2016-06-17,766.659,776.0,702.0,749.67,5828.1131003601,6772
974,2016-06-18,750.49,781.148,728.867,758.11,5967.9857967401,6077
975,2016-06-19,758.23,769.99,745.03,765.49,2490.49722151,2780
976,2016-06-20,765.692,768.827,725.02,735.39,3884.35568689,3061
977,2016-06-21,733.561,735.0,630.203,667.725,8380.67548276,6092
978,2016-06-22,666.65,679.853,580.0,601.936,7182.3480301,4459
979,2016-06-23,599.88,635.0,551.494,627.375,4783.67158637,3980
980,2016-06-24,628.343,762.24,627.59,672.203,5927.3773835402,5763
981,2016-06-25,672.29,703.335,641.414,673.893,2249.56046411,2518
982,2016-06-26,673.7,676.205,615.257,630.0,1331.19997285,1867
983,2016-06-27,629.999,664.076,627.0,663.499,1268.69988772,1121
984,2016-06-28,663.82,664.857,640.0,649.322,2469.80469693,1971
985,2016-06-29,647.5,648.349,615.854,643.119,2069.45225032,1266
986,2016-06-30,638.567,675.0,635.0,671.524,1678.3223919,1323
987,2016-07-01,672.22,691.204,665.851,674.0,2086.28157924,2194
988,2016-07-02,674.67,703.95,674.67,702.31,1237.97284813,1310
989,2016-07-03,703.95,703.96,644.65,655.84,1542.94534557,2153
990,2016-07-04,656.331,684.73,645.0,675.001,1718.81520302,1490
991,2016-07-05,678.848,683.078,659.566,669.21,902.87082755,1219
992,2016-07-06,669.45,681.99,666.01,677.1,929.89980876,1181
993,2016-07-07,678.84,681.99,610.699,640.4,2885.29164833,2548
994,2016-07-08,640.4,671.933,634.04,671.436,1828.56117511,1808
995,2016-07-09,671.932,671.932,622.0,652.0,1908.29595283,2259
996,2016-07-10,652.0,655.65,642.425,650.07,450.16783226,632
997,2016-07-11,652.54,663.315,645.315,650.78,814.15725776,1100
998,2016-07-12,650.72,675.98,647.14,666.0,1014.41009534,1178
999,2016-07-13,665.41,669.795,655.1,655.11,949.59525128,1234
1000,2016-07-14,654.22,665.916,650.0,662.99,1106.7690508,1447
1001,2016-07-15,661.25,668.999,660.0,665.15,1151.60114268,1393
1002,2016-07-16,665.15,669.102,661.0,665.0,435.84460215,621
1003,2016-07-17,665.0,685.0,661.52,681.86,933.59536725,1598
1004,2016-07-18,680.3,686.0,667.584,674.79,1292.03108664,1144
1005,2016-07-19,673.93,676.55,666.016,673.092,996.32950445,1003
1006,2016-07-20,672.721,676.148,660.0,666.161,1575.12978596,1354
1007,2016-07-21,667.49,669.459,658.891,665.88,530.58699986,730
1008,2016-07-22,665.549,668.969,644.545,651.15,1532.27946825,2050
1009,2016-07-23,651.15,660.0,645.939,657.718,712.34529124,1161
1010,2016-07-24,657.718,668.438,651.98,663.366,884.05481096,1548
1011,2016-07-25,661.73,664.675,651.736,651.736,857.46988464,1193
1012,2016-07-26,653.153,659.1,642.5,650.0,1148.20481319,1728
1013,2016-07-27,651.82,663.942,648.0,656.979,1752.72733892,2448
1014,2016-07-28,656.979,661.1,651.696,656.08,876.47618424,2499
1015,2016-07-29,655.98,659.569,651.697,656.86,995.07286448,1258
1016,2016-07-30,656.869,658.177,651.9,655.72,447.13761828,759
1017,2016-07-31,653.74,655.799,620.0,622.57,1375.02250876,2105
1018,2016-08-01,623.52,627.046,601.012,602.551,2570.09989403,3597
1019,2016-08-02,602.552,611.436,479.0,540.0,7786.68736956,8880
1020,2016-08-03,539.599,572.0,515.271,569.82,4713.47046662,4193
1021,2016-08-04,567.576,588.999,566.157,582.683,2734.7288644,4229
1022,2016-08-05,582.68,584.41,567.408,575.64,998.11008368,1720
1023,2016-08-06,575.64,597.998,569.876,591.758,1052.86443358,1777
1024,2016-08-07,591.759,607.508,570.11,595.0,1340.19124491,2563
1025,2016-08-08,595.5,597.348,585.0,591.831,936.94698507,1621
1026,2016-08-09,591.831,592.0,583.2,586.22,1063.75653604,1855
1027,2016-08-10,586.308,603.144,582.0,591.0,1865.64864166,2737
1028,2016-08-11,590.061,599.98,588.0,588.01,1587.08398523,1960
1029,2016-08-12,589.37,592.187,582.51,588.32,945.76278197,1684
1030,2016-08-13,586.69,590.79,581.101,584.82,521.88089892,545
1031,2016-08-14,583.84,584.58,561.4,570.56,1012.79247139,1039
1032,2016-08-15,570.56,575.0,561.479,566.52,792.25392683,972
1033,2016-08-16,568.25,587.803,565.338,579.61,1213.87368754,972
1034,2016-08-17,579.61,581.061,569.541,573.28,745.91750952,944
1035,2016-08-18,573.679,579.36,570.811,575.56,611.89723521,699
1036,2016-08-19,572.79,577.987,572.22,572.9,598.68829495,603
1037,2016-08-20,572.95,584.0,572.03,582.15,471.84445332,925
1038,2016-08-21,581.331,586.12,577.519,581.53,389.93232466,492
1039,2016-08-22,581.301,592.132,579.85,584.99,797.86087701,825
1040,2016-08-23,586.0,588.99,580.1,583.38,778.66356393,974
1041,2016-08-24,584.86,587.713,579.36,582.109,534.29232962,877
1042,2016-08-25,580.999,582.247,569.89,576.94,1354.07377126,1056
1043,2016-08-26,577.08,580.512,572.994,579.36,327.0230187,569
1044,2016-08-27,579.35,579.705,564.271,570.22,649.69576307,1027
1045,2016-08-28,570.16,580.965,568.464,576.043,561.1987868,1088
1046,2016-08-29,578.99,582.01,570.471,575.492,860.06405498,745
1047,2016-08-30,573.552,581.7,573.416,578.96,722.86156374,1193
1048,2016-08-31,577.24,578.83,569.42,574.22,493.37087059,1359
1049,2016-09-01,574.21,575.0,568.235,572.0,1005.53143731,2271
1050,2016-09-02,572.0,577.1,565.556,577.1,1057.93433124,1283
1051,2016-09-03,576.653,605.325,572.131,601.0,1284.6858923,1250
1052,2016-09-04,601.0,616.68,598.297,609.74,955.08453854,1023
1053,2016-09-05,612.299,612.299,602.001,609.874,729.34538701,634
1054,2016-09-06,609.634,613.999,605.0,612.001,486.09622895,812
1055,2016-09-07,613.318,617.375,606.35,617.335,1021.47846749,1072
1056,2016-09-08,617.333,635.62,615.0,631.119,966.32584851,1153
1057,2016-09-09,627.083,630.075,621.249,626.1,576.5847536,843
1058,2016-09-10,625.78,629.241,622.771,624.889,437.36595566,813
1059,2016-09-11,624.889,634.77,595.162,608.256,804.99401537,1205
1060,2016-09-12,611.299,613.541,607.153,611.107,512.17820857,848
1061,2016-09-13,611.107,616.999,607.761,615.289,735.57708484,919
1062,2016-09-14,612.37,616.845,610.75,613.971,657.97526357,810
1063,2016-09-15,612.5,615.8,609.051,609.962,533.76510802,632
1064,2016-09-16,612.917,613.0,606.667,607.98,448.51146351,734
1065,2016-09-17,610.083,610.084,604.583,606.8,325.56070613,470
1066,2016-09-18,609.93,614.509,607.29,611.989,325.86890768,606
1067,2016-09-19,612.94,614.59,605.059,609.2,619.15426095,581
1068,2016-09-20,611.059,612.0,603.8,603.8,884.39401346,807
1069,2016-09-21,603.106,603.106,592.002,599.65,985.50196343,1120
1070,2016-09-22,598.925,600.758,595.053,595.053,502.4268412,511
1071,2016-09-23,595.071,604.557,595.07,604.168,507.52146258,443
1072,2016-09-24,604.169,607.632,601.5,603.999,309.57007911,427
1073,2016-09-25,601.7,603.889,598.0,599.998,453.32411073,307
1074,2016-09-26,599.998,608.98,599.0,608.98,770.15594472,608
1075,2016-09-27,608.978,609.109,600.689,606.505,719.77454014,619
1076,2016-09-28,606.577,607.589,601.849,604.999,416.29645266,467
1077,2016-09-29,604.999,609.304,604.25,607.369,494.69180025,530
1078,2016-09-30,607.368,612.5,604.026,612.5,544.42031392,466
1079,2016-10-01,612.5,617.299,612.0,614.385,440.3560116,404
1080,2016-10-02,614.27,615.98,607.148,611.837,354.24130513,309
1081,2016-10-03,611.758,613.661,609.02,613.598,569.26370375,362
1082,2016-10-04,613.597,613.598,608.001,612.0,431.40377902,656
1083,2016-10-05,611.998,616.091,608.939,614.956,833.79725399,978
1084,2016-10-06,614.999,615.967,611.258,614.996,388.85170437,659
1085,2016-10-07,611.965,623.0,611.352,618.529,1659.79474886,851
1086,2016-10-08,618.501,623.102,617.55,620.79,524.79641358,731
1087,2016-10-09,620.01,620.79,615.006,616.51,366.43895809,549
1088,2016-10-10,615.851,619.9,614.829,618.76,755.65556129,980
1089,2016-10-11,618.86,645.415,616.32,643.355,1431.65950328,1235
1090,2016-10-12,640.976,643.415,633.282,635.28,779.21833023,785
1091,2016-10-13,634.731,639.975,630.15,634.243,753.8126176,1032
1092,2016-10-14,634.243,643.0,631.686,640.61,936.35072838,813
1093,2016-10-15,640.61,647.0,636.396,640.749,538.21288799,546
1094,2016-10-16,640.749,645.06,638.75,643.28,200.57673784,325
1095,2016-10-17,641.521,643.549,637.8,640.976,613.64494738,962
1096,2016-10-18,640.99,641.1,634.101,636.97,594.48444963,611
1097,2016-10-19,636.508,639.636,623.734,631.5,1049.27869763,1143
1098,2016-10-20,631.499,633.416,627.011,630.05,457.29807306,449
1099,2016-10-21,630.05,638.0,630.05,634.43,735.87913428,777
1100,2016-10-22,634.449,669.86,627.0,661.223,1480.44352413,1457
1101,2016-10-23,663.499,669.0,652.793,657.683,785.13072873,873
1102,2016-10-24,655.255,657.88,645.807,652.63,1362.23293953,1130
1103,2016-10-25,652.63,664.0,651.99,655.889,1664.23532187,1769
1104,2016-10-26,655.889,679.0,655.303,677.318,1596.70714746,1746
1105,2016-10-27,677.318,687.844,674.629,686.788,1530.09630912,1607
1106,2016-10-28,686.781,691.784,682.851,690.0,1209.1682265,1339
1107,2016-10-29,690.0,722.01,688.352,713.99,1649.02622406,2733
1108,2016-10-30,713.949,713.989,688.0,700.917,1750.78012875,2630
1109,2016-10-31,700.079,708.899,685.7,698.919,982.63104548,1476
1110,2016-11-01,698.79,739.488,697.91,733.744,2336.21997665,3162
1111,2016-11-02,733.742,747.07,722.89,747.07,1902.39363235,1876
1112,2016-11-03,747.07,750.5,673.407,692.179,4169.1395059,4045
1113,2016-11-04,692.902,709.998,682.311,706.036,1904.91001333,2014
1114,2016-11-05,706.036,714.471,698.478,706.478,630.68772898,969
1115,2016-11-06,706.46,721.458,702.879,715.497,638.74409883,1019
1116,2016-11-07,715.0,715.413,700.16,707.345,917.36998138,1170
1117,2016-11-08,704.142,718.3,704.142,712.5,967.34917889,1099
1118,2016-11-09,712.69,745.492,708.682,722.4,2759.31796137,2452
1119,2016-11-10,722.4,724.696,706.0,714.0,1231.38001372,1398
1120,2016-11-11,713.503,718.99,712.002,717.75,719.85839463,1079
1121,2016-11-12,717.74,719.1,701.348,704.0,722.71379682,1381
1122,2016-11-13,704.399,706.794,685.327,701.67,1072.46863737,1450
1123,2016-11-14,702.7,709.0,697.791,706.994,785.10849397,787
1124,2016-11-15,706.999,717.0,706.081,711.31,848.93771317,957
1125,2016-11-16,710.87,744.8,709.0,741.603,2465.33955327,2749
1126,2016-11-17,741.875,760.814,733.3,739.1,3453.91516923,2828
1127,2016-11-18,739.088,754.0,733.01,752.232,1730.44248482,2131
1128,2016-11-19,752.232,763.11,735.0,751.99,1420.026691,1676
1129,2016-11-20,751.99,757.0,713.0,729.677,1413.78335551,2521
1130,2016-11-21,731.0,741.0,728.33,738.0,545.09034298,834
1131,2016-11-22,737.999,752.614,733.83,749.76,1806.7746401,2014
1132,2016-11-23,749.76,750.0,731.06,741.98,1283.53422928,1906
1133,2016-11-24,742.489,745.11,730.0,738.44,867.19839528,1875
1134,2016-11-25,740.459,743.0,730.345,742.14,985.0119726,1816
1135,2016-11-26,742.479,743.3,726.0,733.17,678.23609239,1273
1136,2016-11-27,733.26,739.0,727.2,729.93,637.78992721,1188
1137,2016-11-28,729.885,736.071,728.1,734.17,819.24054225,1300
1138,2016-11-29,734.173,735.555,728.5,732.0,1062.33507396,1802
1139,2016-11-30,732.0,743.559,731.015,742.396,1169.44117011,1565
1140,2016-12-01,742.396,754.5,740.89,752.489,1292.50346652,1658
1141,2016-12-02,753.999,781.976,752.633,773.499,2472.77886013,3073
1142,2016-12-03,773.501,773.509,757.12,764.745,667.69222557,1136
1143,2016-12-04,765.897,772.57,762.43,769.0,561.94783948,1182
1144,2016-12-05,769.0,770.0,745.928,752.079,1724.43742361,2196
1145,2016-12-06,752.079,760.03,750.101,758.383,1157.99397138,2422
1146,2016-12-07,758.0,770.0,753.779,765.011,812.33592406,1306
1147,2016-12-08,765.008,779.499,762.001,768.288,801.56431178,1208
1148,2016-12-09,768.834,774.999,767.0,771.668,813.78556932,1115
1149,2016-12-10,773.588,778.555,771.239,775.0,694.8646042,1034
1150,2016-12-11,775.421,775.421,762.02,771.681,628.4658587,1078
1151,2016-12-12,771.325,783.263,768.702,778.074,1031.13397051,1516
1152,2016-12-13,778.226,789.0,770.001,778.72,1060.56854131,1605
1153,2016-12-14,778.0,783.086,774.0,777.559,912.35108757,1523
1154,2016-12-15,777.56,781.498,776.526,778.11,757.44291416,2850
1155,2016-12-16,778.5,785.979,776.0,785.41,1067.24742778,1636
1156,2016-12-17,785.41,795.0,785.33,792.969,628.42261041,1206
1157,2016-12-18,792.989,794.44,786.5,794.211,368.00924406,915
1158,2016-12-19,791.371,794.44,790.5,792.54,652.20236051,1450
1159,2016-12-20,791.686,806.099,790.0,801.249,1204.58822173,2448
1160,2016-12-21,800.199,830.0,796.474,830.0,1934.64349575,2795
1161,2016-12-22,829.999,877.994,826.02,860.0,2489.42095064,3444
1162,2016-12-23,860.07,922.93,859.01,918.19,4130.37208165,4458
1163,2016-12-24,918.2,923.869,884.33,895.47,1563.14245578,2264
1164,2016-12-25,895.399,900.344,853.368,896.799,1642.71954268,2568
1165,2016-12-26,896.72,917.53,888.96,901.501,1837.27965717,2689
1166,2016-12-27,904.609,939.0,900.0,933.0,1772.72488786,2105
1167,2016-12-28,936.934,979.99,935.35,978.001,3290.4234001,3571
1168,2016-12-29,979.87,982.0,950.0,974.32,2551.01222316,2841
1169,2016-12-30,974.32,974.32,920.017,960.769,2162.44258416,2969
1170,2016-12-31,960.66,971.726,940.013,967.45,779.90472456,1907
1171,2017-01-01,968.75,1010.0,961.37,996.121,1478.19066168,2379
1172,2017-01-02,999.497,1034.931,997.02,1017.791,2307.09531837,3260
1173,2017-01-03,1019.997,1039.838,1010.0,1038.25,1669.60575573,3252
1174,2017-01-04,1039.309,1150.0,997.23,1133.219,5566.10435777,8448
1175,2017-01-05,1133.219,1156.9,879.01,1005.99,8500.0932666401,12818
1176,2017-01-06,1004.41,1059.196,868.384,895.723,5748.61784691,6970
1177,2017-01-07,898.43,912.668,804.0,908.0,5257.78151447,6074
1178,2017-01-08,912.654,939.998,890.0,916.939,1997.57454164,3377
1179,2017-01-09,913.121,916.829,878.0,905.01,1317.28617545,1935
1180,2017-01-10,905.062,916.687,898.1,909.517,1198.19989441,1433
1181,2017-01-11,909.999,924.59,765.432,789.884,9817.7988982901,8139
1182,2017-01-12,783.0,837.999,756.001,807.794,4234.77053364,4417
1183,2017-01-13,809.979,839.0,776.81,832.9,2988.12239941,3547
1184,2017-01-14,834.0,846.946,811.0,818.651,1682.15476394,2889
1185,2017-01-15,821.559,833.0,811.93,827.139,1182.96094483,2030
1186,2017-01-16,825.951,840.6,822.145,832.806,1343.44034216,1665
1187,2017-01-17,834.634,920.0,832.98,906.393,4616.87770626,5008
1188,2017-01-18,909.27,917.0,852.111,892.311,3303.90896033,4075
1189,2017-01-19,892.402,909.0,888.0,900.11,2525.66719507,2243
1190,2017-01-20,900.238,907.104,885.0,898.619,1625.59362644,1740
1191,2017-01-21,896.589,928.081,896.082,925.298,2087.00090821,2134
1192,2017-01-22,925.298,939.91,888.0,925.01,1996.77028969,2264
1193,2017-01-23,925.27,929.92,912.622,917.968,1195.20769588,1437
1194,2017-01-24,917.72,930.0,882.576,887.985,3501.54969645,3340
1195,2017-01-25,885.71,903.325,885.694,896.89,1274.42905475,1359
1196,2017-01-26,896.89,921.78,895.543,914.926,1179.80109759,1360
1197,2017-01-27,915.79,925.0,910.0,922.299,1444.89926494,1139
1198,2017-01-28,921.45,923.63,917.01,918.359,726.58837968,770
1199,2017-01-29,920.749,923.76,915.702,915.702,599.44860244,672
1200,2017-01-30,916.0,925.0,915.0,920.58,1286.16258232,1443
1201,2017-01-31,920.63,974.969,919.002,969.739,3305.75546659,3073
1202,2017-02-01,968.166,990.0,964.989,988.789,2383.45897765,2656
1203,2017-02-02,988.79,1013.991,975.975,1009.996,2584.64485371,2762
1204,2017-02-03,1008.22,1037.519,981.761,1015.21,3197.93549583,3459
1205,2017-02-04,1016.291,1046.501,1001.796,1029.393,1805.75453962,2350
1206,2017-02-05,1032.364,1036.0,1005.4,1017.886,1148.18621798,1918
1207,2017-02-06,1015.35,1029.91,1013.75,1027.01,808.938483,1422
1208,2017-02-07,1028.45,1055.0,1023.823,1050.998,1958.67703779,2000
1209,2017-02-08,1054.214,1069.91,1025.4,1055.838,2968.71043459,3024
1210,2017-02-09,1053.497,1079.91,940.006,988.38,6762.98804082,7858
1211,2017-02-10,987.431,1010.0,948.208,1002.726,2778.28262031,2740
1212,2017-02-11,998.824,1018.488,993.001,1011.004,1312.08252437,1929
1213,2017-02-12,1010.599,1013.695,999.0,1001.017,825.83598941,1121
1214,2017-02-13,1001.033,1010.0,982.01,996.391,1314.36198067,1500
1215,2017-02-14,999.028,1025.0,992.094,1016.472,1851.33238405,3162
1216,2017-02-15,1015.05,1020.0,1001.302,1015.75,1248.51939878,1787
1217,2017-02-16,1016.739,1047.43,1015.75,1039.872,1918.29736767,2445
1218,2017-02-17,1038.502,1063.923,1035.998,1052.065,2165.19887736,2465
1219,2017-02-18,1052.0,1069.794,1051.0,1058.909,1467.38918303,1459
1220,2017-02-19,1058.88,1063.0,1042.952,1055.61,520.15179874,972
1221,2017-02-20,1055.588,1093.327,1045.471,1088.68,1440.87051755,2149
1222,2017-02-21,1088.67,1132.741,1080.0,1128.458,2575.18016495,3294
1223,2017-02-22,1125.771,1139.999,1102.56,1125.669,2198.07601363,2652
1224,2017-02-23,1122.092,1193.43,1122.092,1182.0,3010.45673031,3296
1225,2017-02-24,1177.781,1214.973,1056.658,1185.0,4999.21394767,5206
1226,2017-02-25,1174.574,1185.0,1120.403,1146.834,2223.26888247,2454
1227,2017-02-26,1147.454,1184.44,1130.0,1167.0,1722.74636631,2621
1228,2017-02-27,1167.0,1196.991,1161.98,1190.211,1837.69005499,2589
1229,2017-02-28,1191.83,1208.5,1175.808,1180.0,2027.08165468,4147
1230,2017-03-01,1181.998,1229.998,1177.179,1225.0,2248.94255154,3330
1231,2017-03-02,1228.71,1282.385,1212.421,1254.0,2886.5383,4795
1232,2017-03-03,1254.0,1288.0,1235.278,1276.999,2729.15461471,4571
1233,2017-03-04,1277.0,1280.235,1232.499,1261.266,1414.87236665,2028
1234,2017-03-05,1264.63,1277.724,1237.775,1267.984,1203.81215827,1773
1235,2017-03-06,1268.01,1279.91,1257.384,1275.0,1005.16184234,1986
1236,2017-03-07,1274.904,1279.9,1158.448,1224.917,4081.77712921,4388
1237,2017-03-08,1234.455,1238.11,1131.342,1143.387,3161.96380674,4480
