date,close,open_yesterday,high_yesterday,low_yesterday,close_yesterday,volume_yesterday,trades_yesterday,open_1D_change,high_1D_change,low_1D_change,close_1D_change,volume_1D_change,trades_1D_change,open_average_7D,high_average_7D,low_average_7D,close_average_7D,volume_average_7D,trades_average_7D,open_%change_7D,high_%change_7D,low_%change_7D,close_%change_7D,volume_%change_7D,trades_%change_7D,moving_average_9,moving_average_20,moving_average_50
2013-12-07,699.42201,1032.05233,1065.22702,838.51515,864.78197,62.70884907,1016.0,-0.05196515362281873,-0.040336018018018005,-0.02008279770947774,-0.1620754637509515,-0.029824445070797956,0.6738056013179572,1060.52312,1107.1213342857143,925.9999242857144,1018.736077142857,43.303644191428575,591.5714285714286,0.016478152509810932,0.004114053613076548,0.0008540889121108382,0.008628818461396228,0.24056686493383134,0.20544842355657947,1032.9896077777778,873.193801,499.3137536
2013-12-08,795.61257,866.89118,950.0,600.96141,699.42201,122.53190771,1362.0,-0.16003175924228574,-0.10817132670930563,-0.2833028598231051,-0.19121578124483796,0.9539811290942579,0.34055118110236227,1019.2758328571427,1072.9639842857143,855.51115,959.4763628571428,57.556556314285714,734.0,0.0065500513709132934,-0.016136675494289005,-0.01382630403733988,-0.03810221676107991,0.22853448405096385,0.2633316487690448,999.5555055555556,883.589848,510.42628940000003
2013-12-09,899.72762,693.64295,801.45651,670.004,795.61257,47.86979453,382.0,-0.19985003192672912,-0.15636156842105264,0.11488689431822263,0.13752864311490565,-0.6093279258877213,-0.7195301027900147,959.5082571428571,1026.0292000000002,841.2260071428572,936.88824,56.89430176285714,659.2857142857143,-0.0365224652174441,-0.030433870753951004,-0.06586759073489282,-0.05914452957244122,0.4143097527199033,0.36205807575926535,958.4652355555556,888.3704765,523.3575696
2013-12-10,959.11111,801.53386,914.29786,782.43239,899.72762,61.21825179,626.0,0.155542430006677,0.1407953502055901,0.1678025653578188,0.13086149455884044,0.27884927000542103,0.6387434554973821,937.8848699999999,1005.3574657142857,817.8384714285714,919.2844142857142,60.36987544285714,696.0,-0.059681903012437885,-0.04567086428786782,-0.007111307259068056,-0.01891845698179471,0.14058161362901586,0.047917767532903124,934.6305255555557,903.980816,538.040922
2013-12-11,883.78144,899.72762,975.11,899.4394,959.11111,69.81681796,351.0,0.12250731366482759,0.0665123945494086,0.14954264610645773,0.06600163058237563,0.1404575583029728,-0.43929712460063897,919.1096171428571,990.8701985714285,804.1158857142857,904.3769757142857,67.01929369,697.5714285714286,-0.017020121718938297,-0.016581263057486435,-0.01581950107622565,-0.01059302168593563,0.22290615374158648,0.22377614594255282,935.22849,922.3458714999999,553.9635241999999
2013-12-12,873.0,954.64274,979.23,820.0,883.78144,43.04402339,437.0,0.06103527198598169,0.004225164340433407,-0.08832101417838711,-0.07854112960906068,-0.3834719964656492,0.24501424501424496,905.3019228571429,970.7601985714285,781.0074785714286,876.3555785714286,67.40374917714286,683.0,-0.011251235817675795,-0.009443025390169058,-0.001907910327449461,-0.0068213302552247845,0.2957098835928598,0.1722466689864414,919.7648277777777,933.0319225000001,568.1126672
2013-12-13,878.79707,883.78144,919.07787,857.37669,873.0,7.80763188,114.0,-0.07422808243427281,-0.06142798933856197,0.045581329268292725,-0.012199215226787241,-0.8186128696832307,-0.7391304347826086,876.0388742857143,943.4856085714285,781.2470057142857,853.6338171428572,59.285325189999995,612.5714285714286,-0.005322432822258337,-0.014609225068787939,-0.01255365691747807,-0.020253676485026788,0.1360642046903983,0.12363525861032514,898.6022522222223,936.8536315000001,582.5726672
2013-12-14,862.17448,881.4786,916.59561,853.07,878.79707,26.09102401,236.0,-0.002605666849034516,-0.0027008157643921837,-0.005023101339505787,0.006640400916380296,2.3417333720400766,1.0701754385964914,854.5283414285714,922.25255,783.3262699999999,855.6359742857143,54.05420732428571,501.14285714285717,-0.020998573081231448,-0.022109141913072308,0.012300966191403131,-0.015662831653645095,-0.06684989710067836,2.2402965526294567e-05,876.2540133333333,939.2556079999998,596.0796086
2013-12-15,863.71354,885.34561,885.34561,850.0,862.17448,12.19367696,128.0,0.0043869584582085785,-0.0340935518990757,-0.0035987668069443757,-0.01891516320144304,-0.532648586144933,-0.4576271186440678,857.1646885714287,913.0162085714285,818.9032114285714,878.8863271428571,38.29160293142858,324.85714285714283,-0.013947217827833702,-0.016732684448268618,0.014452351387113411,0.008439434727402304,0.2719440767723037,0.056646665433888334,857.3786966666667,941.947594,609.4611002
2013-12-16,709.93373,870.6966,885.0,820.0,863.71354,35.68524806,257.0,-0.016546092096170195,-0.0003903673278505826,-0.03529411764705881,0.001785091110560355,1.9265371041943693,1.0078125,882.4580671428572,924.9509928571428,840.3312114285715,888.6150371428572,36.550953435714284,307.0,0.009541170415094058,-0.006150145189664343,0.05441007896085066,0.03305380873360158,0.05956840316670501,-0.057378805958458824,857.2599822222223,945.053328,623.014373
2013-12-17,702.0,863.70354,884.0,662.6585,709.93373,66.58353692,669.0,-0.008031569205622313,-0.001129943502824804,-0.19187987804878048,-0.17804492216250312,0.8658560761031739,1.6031128404669261,891.3394499999998,920.6227271428571,823.2206557142857,861.5016242857143,37.31742274,313.14285714285717,0.035727447533745335,0.01613145496650738,0.032955648680096164,0.013661872732980822,0.4218348360355751,0.1893844230115433,858.4279511111112,935.856502,633.5214476
2013-12-18,528.0,715.659,758.84502,674.73714,702.0,60.74600195,420.0,-0.17140666113282343,-0.14157803167420813,0.018227548578943598,-0.011175310687097428,-0.08767234725024875,-0.3721973094170403,865.0439328571429,889.7277299999998,791.1203328571428,824.7714657142858,36.02159188142857,323.0,0.012359733360559717,-0.0041435869918376046,-0.01842755752084659,-0.030467615370068257,0.505692951192397,0.3271514780071924,848.0265544444444,921.2090019999999,643.7414476
2013-12-19,699.81249,698.61378,698.61378,380.0,528.0,211.20742328,1830.0,-0.023817516442886877,-0.07937225442950124,-0.436817721342566,-0.24786324786324787,2.4768942234888924,3.3571428571428568,828.4683671428571,849.6396985714285,728.2631899999999,773.9455457142857,60.04493472285714,522.0,-0.029627977324819,-0.03387079073806857,-0.03718685716763432,-0.041492892694278694,0.4731029646847939,0.3367371658905637,806.7234855555556,897.5925555,650.4014476
2013-12-20,665.44627,533.3138,700.0,517.62147,699.81249,39.80196826,533.0,-0.23661139349412774,0.0019842437118833267,0.36216176315789483,0.3254024431818183,-0.8115503345389802,-0.708743169398907,778.4015614285714,818.34286,679.7267300000001,749.2044728571428,64.61555420571429,581.8571428571429,-0.04174980424322879,-0.04581327913377352,-0.0869721010482313,-0.06568176673059115,0.8817267103925854,0.7813269676232225,777.9125277777779,874.3119300000001,660.3222973999999
2013-12-21,621.45299,699.80249,718.21618,614.51908,665.44627,47.98477468,484.0,0.31217772725926096,0.026023114285714355,0.18719781851398087,-0.04910775456436911,0.20558798415563584,-0.09193245778611636,752.4478314285714,790.0029414285715,645.6480271428572,718.7257871428571,67.74323287285713,617.2857142857143,-0.06494742010892236,-0.03675438869799562,-0.04174632477828815,-0.017452958386504642,0.8827356439846213,0.7856680055351798,753.6530644444443,851.872243,669.5892228
2013-12-22,641.0361,656.24474,700.0,605.0,621.45299,11.70379853,195.0,-0.062242919427165866,-0.02536308775444185,-0.015490292018272345,-0.0661109423605305,-0.7560934982387626,-0.5971074380165289,719.7191357142857,763.5249971428572,610.6480271428572,684.3370028571428,67.67325024,626.8571428571429,-0.01997836380773729,-0.03265097011940897,-0.014286193370647198,-0.02541698059804027,0.5775720171439869,0.619652591766236,725.7033966666667,835.2584210000001,677.9602826
2013-12-23,655.22662,614.99785,681.38026,605.0,641.0361,54.24804243,392.0,-0.06285290759054318,-0.026599628571428502,0.0,0.03151181234159006,3.635079994836514,1.0102564102564102,683.1907428571428,734.4364628571428,579.9337414285715,652.5259400000001,70.32507800714286,646.1428571428571,-0.02949691779136221,-0.03140376095588985,-0.015984982686551193,-0.032159234763624193,0.5456513154162969,0.5997268318558843,699.2855111111111,816.162506,686.7108046
2013-12-24,659.79308,633.71842,680.0,633.71842,655.22662,27.57428664,232.0,0.030440057635974016,-0.0020256823994284634,0.047468462809917344,0.022136850015155085,-0.49169987699406836,-0.40816326530612246,650.3357257142858,705.2936057142857,575.7994442857143,644.7106385714286,64.75232796714285,583.7142857142857,-0.03611217714770121,-0.03514794113354384,-0.010942965879828506,-0.02791256030204852,0.7897288712223176,0.6000759618925144,676.2913044444444,795.750678,695.620377
