date,year,month,day,open,high,low,close,volume,trades,open_yesterday,high_yesterday,low_yesterday,close_yesterday,volume_yesterday,trades_yesterday,open_1D_change,high_1D_change,low_1D_change,close_1D_change,volume_1D_change,trades_1D_change,open_average_7D,high_average_7D,low_average_7D,close_average_7D,volume_average_7D,trades_average_7D,open_%change_7D,high_%change_7D,low_%change_7D,close_%change_7D,volume_%change_7D,trades_%change_7D,moving_average_9,moving_average_20,moving_average_50
2022-02-16,2022,2,16,44563.1,44580.2,43236.5,43873.1,1752.90643025,21680,42563.4,44770.8,42469.6,44563.1,2190.91991458,24372.0,0.011908469539375854,0.04477737328479425,0.02156442507294387,0.04697921928412829,0.14213493692769852,0.05886953121605765,43043.97142857143,44015.05714285715,42301.65714285714,43112.55714285715,2746.2849108971855,26648.0,-0.00106207723550465,-0.005226368322112969,-0.000310148442322863,-0.004213545122552406,-0.019537734563161054,-0.03781218031075858,43303.8,40882.564999999995,41792.9
2022-02-17,2022,2,17,43873.0,44179.4,40100.0,40543.9,3689.5140296301,32123,44563.1,44580.2,43236.5,43873.1,1752.90643025,21680.0,0.046981679095184914,-0.00425723909333775,0.018057622393429673,-0.01548366249206179,-0.19992217945308466,-0.11045462005580176,43112.54285714286,43979.22857142857,42308.700000000004,43034.42857142857,2538.067343845757,25866.85714285714,-0.004233204982930624,-0.0019460568431685088,-0.0006973584086976998,0.0018077021490201992,0.037134964977008064,-0.015345870083584266,43304.455555555556,41216.19499999999,41719.4
2022-02-18,2022,2,18,40547.4,40957.3,39455.6,40007.4,2828.69293901,27450,43873.0,44179.4,40100.0,40543.9,3689.5140296301,32123.0,-0.015485906501118585,-0.008990538400455717,-0.07254287465451648,-0.07588248835847011,1.1047980462390683,0.4816881918819189,43034.385714285716,43733.42857142857,41861.84285714286,42606.77142857143,2282.4877987214572,24827.428571428572,0.0017946731640463881,-0.0004537628988886544,0.000284802274395392,-0.0015090816307686827,0.017815049031284724,0.0029838789758648765,42911.65555555556,41356.495,41600.814000000006
2022-02-19,2022,2,19,40007.4,40450.0,39669.9,40095.8,882.82915067,16379,40547.4,40957.3,39455.6,40007.4,2828.69293901,27450.0,-0.0758006062954436,-0.0729321810617618,-0.016069825436409002,-0.013232570127688748,-0.23331557590157848,-0.145472091647729,42607.22857142857,43306.62857142857,41498.357142857145,42264.94285714285,2206.3882002057285,24073.85714285714,-0.0015096924703365464,-0.005144569410425103,-0.010213426156646142,-0.009511268975218558,0.07471596802373799,0.007329745197056299,42421.36666666667,41448.62,41458.086
2022-02-20,2022,2,20,40094.3,40135.1,38000.0,38400.0,2787.8729318601,25930,40007.4,40450.0,39669.9,40095.8,882.82915067,16379.0,-0.013317746637268923,-0.012386070370849711,0.0054314216486379685,0.002209591225623253,-0.6879020912821393,-0.40331511839708556,42265.41428571429,42936.885714285716,41199.68571428571,41958.485714285714,2055.4067148614427,23170.0,-0.009499867161858879,-0.009478485098986775,-0.008450899269195844,-0.00766987779990745,0.09659197569600704,0.010747326720775623,42038.955555555556,41556.905000000006,41337.002
2022-02-21,2022,2,21,38400.1,39490.9,36782.6,37019.2,4647.6322586103,39840,40094.3,40135.1,38000.0,38400.0,2787.8729318601,25930.0,0.0021720981618400526,-0.007784919653893718,-0.04209488806374606,-0.04229370657275833,2.157884999316478,0.5831247328896758,41958.72857142857,42560.68571428571,40643.52857142857,41435.25714285714,2293.0003617386,24421.571428571428,-0.00767031593498581,-0.008300401452810207,-0.006860696176533272,-0.0068178363004917876,0.05874127853652909,-0.0031323513302758954,41594.48888888889,41551.3,41150.236000000004
2022-02-22,2022,2,22,37024.2,38418.6,36366.0,38256.3,3384.2140744401,28852,38400.1,39490.9,36782.6,37019.2,4647.6322586103,39840.0,-0.04225538293473152,-0.01605078846196961,-0.03203684210526314,-0.035958333333333425,0.6670889858345688,0.5364442730428076,41435.52857142857,42080.52857142857,39959.17142857143,40643.21428571428,2682.909664944357,26824.85714285714,-0.006824303175339917,-0.008517314829591806,-0.01332751549041449,-0.0122564536875933,0.4270332726897052,0.11500778900388989,41014.288888888885,41466.265,40944.528
2022-02-23,2022,2,23,38256.3,39250.0,37086.6,37250.1,3233.9728646601,27032,37024.2,38418.6,36366.0,38256.3,3384.2140744401,28852.0,-0.03583063585771917,-0.027153090965260418,-0.011326007405675464,0.033417794009595214,-0.27184125461509245,-0.27580321285140563,40644.21428571428,41173.07142857143,39087.22857142857,39742.24285714286,2853.380259210085,27464.85714285714,-0.012256770796023117,-0.011089194822496293,-0.016812994449274737,-0.01909456433922298,0.4215381602401445,0.14298355698997747,40591.36666666667,41533.915,40780.602
2022-02-24,2022,2,24,37250.1,39739.9,34333.2,38340.8,10301.1268263705,63703,38256.3,39250.0,37086.6,37250.1,3233.9728646601,27032.0,0.033278234235986304,0.021640559520648806,0.019815212011219163,-0.026301550332886503,-0.044394712176964224,-0.06308054900873428,39743.24285714286,40411.614285714284,38208.67142857143,38796.1,3064.961178411528,28229.428571428572,-0.01907664299560812,-0.02136497542964696,-0.021511627660506072,-0.02103191080701342,0.36239870430546,0.09517316498033986,40000.98888888889,41530.2,40608.434
2022-02-25,2022,2,25,38343.6,39700.0,38032.3,39233.5,3274.94243275,29255,37250.1,39739.9,34333.2,38340.8,10301.1268263705,63703.0,-0.026301550332886503,0.012481528662420471,-0.07424244875507602,0.029280458307494595,2.1852854855209736,1.3565773897602842,38797.114285714284,39777.4,37384.84285714286,38481.37142857142,4009.4772922315856,32740.85714285714,-0.021034277975493638,-0.017665289913363167,-0.021260543429393288,-0.022577323355702665,0.3846169139163344,0.1019408894156352,39309.62222222222,41367.965000000004,40507.05
2022-02-26,2022,2,26,39233.5,40277.9,38601.4,39120.2,2105.17169396,21106,38343.6,39700.0,38032.3,39233.5,3274.94243275,29255.0,0.029355625890937098,-0.001004028696599657,0.10774119511143754,0.02328329090681458,-0.6820792047364888,-0.5407594618777766,38482.28571428572,39597.78571428572,37181.514285714286,38370.81428571429,4073.227219908729,32998.71428571428,-0.022579369951460482,-0.014597851761523712,-0.02150333972947322,-0.007554045260564849,0.5389722623851779,0.22692506054111597,38794.11111111111,41258.69,40429.231999999996
2022-02-27,2022,2,27,39120.2,39888.0,37029.8,37709.1,3515.96748312,31694,39233.5,40277.9,38601.4,39120.2,2105.17169396,21106.0,0.02320856674907934,0.014556675062972424,0.014963596732251228,-0.002887838199498005,-0.35718818355159065,-0.2785506750982738,38371.72857142857,39573.200000000004,37028.87142857143,38231.44285714285,4247.847583235872,33674.0,-0.00755705106769181,-0.004322401423643406,-0.0038160510797808594,-0.0023374936842072308,0.47486317255161925,0.17045543622253773,38635.92222222222,41093.725,40381.164
2022-02-28,2022,2,28,37709.2,44194.2,37447.6,43194.7,7314.1134570504,50910,39120.2,39888.0,37029.8,37709.1,3515.96748312,31694.0,-0.002887838199498005,-0.009680246487527966,-0.040713549249509096,-0.03607087898323624,0.6701571150741523,0.5016582962190845,38232.57142857143,39537.9,36890.271428571425,38132.74285714286,4351.861090558714,34497.42857142857,-0.0023390062982134863,-0.00047343779024024347,-0.0024543117821218224,-0.0030656978877959817,0.5221080165131262,0.188278928122368,38380.555555555555,40785.82,40301.482
2022-03-01,2022,3,1,43188.4,44955.9,42841.4,44427.9,7671.6974940207,68738,37709.2,44194.2,37447.6,43194.7,7314.1134570504,50910.0,-0.03606832275908611,0.10795728038507812,0.011282804660030399,0.1454715174851693,1.0802562856923807,0.6062977219663028,38133.87142857142,40209.799999999996,36985.271428571425,39014.95714285714,4732.786976050157,36078.857142857145,-0.003061854349833209,-0.0007441987664737074,-0.002256977665802256,-0.0021767225178642552,0.30957546162136546,0.17664086574085497,38724.87777777777,40741.6,40328.117999999995
2022-03-02,2022,3,2,44428.0,45349.0,43357.1,43922.5,5010.4856850803,39885,43188.4,44955.9,42841.4,44427.9,7671.6974940207,68738.0,0.14530141185705348,0.01723529331903295,0.14403593287687344,0.028549798933665604,0.04888959394328363,0.35018660381064626,39014.47142857143,41143.700000000004,37910.32857142857,39896.614285714284,5345.284607418815,41776.857142857145,-0.002177988610455293,0.0169712396402474,0.00393154330066825,0.023741827599064704,0.3685993616010529,0.18661992987278284,39394.64444444444,40741.995,40379.57
2022-03-03,2022,3,3,43922.2,44085.4,41822.8,42465.0,4384.6066448001,37406,44428.0,45349.0,43357.1,43922.5,5010.4856850803,39885.0,0.028702151503644524,0.008744124797857467,0.012037421746254662,-0.011375734617211308,-0.34688695833152194,-0.41975326602461516,39896.142857142855,42014.985714285714,38806.11428571429,40849.81428571429,5599.0721531931285,43613.0,0.0236980182059408,0.023312437395146452,0.026126106198175236,0.02304639973107476,0.4144180542522494,0.27604704653879025,40161.67777777778,40761.244999999995,40403.444
2022-03-04,2022,3,4,42465.0,42499.9,38586.3,39137.5,7393.5300672404,49983,43922.2,44085.4,41822.8,42465.0,4384.6066448001,37406.0,-0.011384712343567194,-0.027863899975743678,-0.03538751438634036,-0.03318344811884566,-0.12491384660450722,-0.06215369186410935,40849.299999999996,42635.771428571425,39876.05714285715,41438.985714285714,4753.854984397358,39856.28571428572,0.023044292101320547,0.02147008957760483,0.025014993303180307,0.02517865911902836,0.3712048762301698,0.22509380125080727,40629.31111111111,40764.485,40374.188
2022-03-05,2022,3,5,39137.4,39624.6,38618.6,39396.4,1543.22449458,20171,42465.0,42499.9,38586.3,39137.5,7393.5300672404,49983.0,-0.03317684451143155,-0.03596428749654079,-0.07738601910919407,-0.07835864829859884,0.6862470607274922,0.3362294819012992,41438.07142857143,43035.75714285714,39955.200000000004,41425.27142857143,5342.2246464674145,42817.42857142857,0.02517526895693759,0.015706456915009954,0.030565698212999686,0.016255243915265467,0.041176400212244016,0.022417932447322486,40839.02222222222,40609.31,40305.938
2022-03-06,2022,3,6,39396.3,39678.9,38114.2,38416.3,2535.0649777901,24668,39137.4,39624.6,38618.6,39396.4,1543.22449458,20171.0,-0.07836100317908867,-0.0676542768335926,0.0008370846647642871,0.006615138933248277,-0.7912736567586582,-0.5964427905487866,41424.34285714286,42942.42857142857,39957.65714285714,41464.72857142857,5261.946475127414,42683.857142857145,0.016242058899456353,0.010712134229304076,0.004118953324338029,0.0017349668859206904,0.23665158099281272,0.14770206727290475,40956.31111111111,40476.0,40232.066
2022-03-07,2022,3,7,38420.4,39545.0,37159.4,38024.0,4162.0063499903,37775,39396.3,39678.9,38114.2,38416.3,2535.0649777901,24668.0,0.006615155835594688,0.0013703608364501463,-0.013061063839704179,-0.024877907626077445,0.6427065450902116,0.2229438302513509,41463.78571428572,42912.55714285715,40112.57142857143,41565.75714285714,5121.817545794572,41680.142857142855,0.0017321203382894953,-0.0010322874702052129,0.002100880171839895,0.003092535047741588,0.17463937053466025,0.10228890792283149,40865.51111111112,40268.64,40138.162000000004
2022-03-08,2022,3,8,38009.8,39373.0,37888.0,38752.6,3726.9517072802,36365,38420.4,39545.0,37159.4,38024.0,4162.0063499903,37775.0,-0.024771361777628953,-0.00337458951735059,-0.02505103084939464,-0.010211811132253779,0.6417750181766382,0.5313361439922166,41565.385714285716,42248.385714285716,40071.4,40827.08571428572,4671.516530500272,39803.71428571428,0.0030896909147313085,0.0005463707189345175,0.006051235230383455,0.0046915309559071305,0.1707178605369544,0.06247255564172668,40743.711111111115,39941.685000000005,40036.352
2022-03-09,2022,3,9,38752.6,42590.6,38682.0,41965.3,5254.0126409205,48398,38009.8,39373.0,37888.0,38752.6,3726.9517072802,36365.0,-0.010687030848195223,-0.004349475281325121,0.01960742100249191,0.019161582158636614,-0.10453002857891214,-0.037326273990734626,40825.58571428572,41450.82857142857,39363.77142857143,40016.32857142857,4107.981418108772,35179.0,0.004703542483510903,-0.015358182124269584,0.0008606873004655917,-0.017548944560867592,0.10807767946327689,0.0517637587882858,40859.65555555556,39685.66,39966.441999999995
2022-03-10,2022,3,10,41959.0,42041.8,38576.0,39435.8,4643.7124333202,40582,38752.6,42590.6,38682.0,41965.3,5254.0126409205,48398.0,0.019542328557371924,0.08172097630355823,0.02095650337837829,0.08290282458467324,0.4097345642170116,0.33089509143407114,40014.81428571429,41056.771428571425,38695.9,39736.72857142857,4142.7709832288,36395.142857142855,-0.017580520760096054,-0.018441720495749308,-0.01691481439587463,-0.018890118385871735,0.08616059053153464,-0.0035952237547686172,40723.055555555555,39756.73,39958.087999999996
2022-03-11,2022,3,11,39435.8,40222.4,38251.5,38732.1,3504.6779068501,29060,41959.0,42041.8,38576.0,39435.8,4643.7124333202,40582.0,0.08274025484741676,-0.012885472381229612,-0.002740292642572806,-0.06027598992500949,-0.1161588769023929,-0.16149427662300098,39734.357142857145,40764.82857142857,38232.07142857143,39303.985714285714,4179.786095874529,36848.857142857145,-0.018889066895277855,-0.008016455994934914,-0.015640659876999825,-0.005421752785602514,0.19424937946703943,0.10364025588218657,40168.37777777778,39728.15,39913.08
2022-03-12,2022,3,12,38727.7,39499.8,38699.0,38785.0,1553.27093634,15144,39435.8,40222.4,38251.5,38732.1,3504.6779068501,29060.0,-0.060134893586596405,-0.04327597771741465,-0.00841196598921612,-0.017844192332855058,-0.24528532781167578,-0.28391897885762163,39301.614285714284,40439.47142857143,38184.24285714286,39246.07142857143,3624.235787247343,33859.857142857145,-0.0054426430108515745,-0.005876680624290047,-0.0109767710564616,-0.009292115900768774,0.19550008942448432,0.08944874377377347,39591.666666666664,39659.965,39873.984000000004
2022-03-13,2022,3,13,38785.0,39300.0,37593.9,37788.4,2300.05265452,16962,38727.7,39499.8,38699.0,38785.0,1553.27093634,15144.0,-0.017955766080566482,-0.017965113966347035,0.011698887625321897,0.0013657921982026533,-0.5568006596828656,-0.4788713007570544,39243.08571428571,40421.642857142855,38195.72857142857,39158.72857142857,3625.670993213057,33141.71428571428,-0.009293792878732268,-0.006921207798700598,-0.0011233348964647513,-0.0006471936199482339,0.062424033918888906,0.0008561065224990751,39182.77777777778,39679.215,39920.316
2022-03-14,2022,3,14,37783.7,39899.8,37584.5,39689.2,3450.8307961801,25682,38785.0,39300.0,37593.9,37788.4,2300.05265452,16962.0,0.001479561140992125,-0.005058253459511275,-0.028556293444275016,-0.0256955008379528,0.48078007558659097,0.1200475435816164,39155.75714285715,40367.514285714286,38121.4,39069.02857142857,3592.0978041744715,32040.85714285714,-0.0006644732932290985,0.00017724403947733908,0.00042835124075776436,-0.001397100296383323,0.09592017635828785,0.017652033635603668,39032.87777777778,39717.675,39974.732
2022-03-15,2022,3,15,39689.2,39900.0,38170.0,39325.4,2579.94641366,22118,37783.7,39899.8,37584.5,39689.2,3450.8307961801,25682.0,-0.02581668170684548,0.015262086513994966,-0.0002500405650917026,0.05030115061764984,0.5003268683430453,0.5140903195377904,39064.799999999996,40418.200000000004,38182.12857142857,39306.91428571429,3490.5012964873,30313.285714285714,-0.0013981296781723218,-0.0007411294313742925,-0.001785252988466641,-0.001513899326651231,0.07278782357205633,0.0029525641113558837,39065.41111111111,39789.31999999999,40042.966
2022-03-16,2022,3,16,39321.7,41706.8,38807.5,41124.0,6599.0814876603,52075,39689.2,39900.0,38170.0,39325.4,2579.94641366,22118.0,0.050431799956065726,5.012556453909411e-06,0.015578230387526704,-0.009166221541376363,-0.252369482584926,-0.13877423876645123,39304.71428571428,40493.485714285714,38222.41428571428,39388.74285714286,3326.6433973987,28278.0,-0.0015474610966318256,0.0019212528588179298,0.0017577456235766359,0.007130809494763571,0.0525809450244002,0.0004888749035807065,39166.42222222222,39893.085,40095.484000000004
2022-03-17,2022,3,17,41129.9,41469.1,40549.1,40945.6,2322.33915065,26099,39321.7,41706.8,38807.5,41124.0,6599.0814876603,52075.0,-0.009259445894601037,0.04528320802005026,0.016701598113701754,0.04573634343198041,1.5578366483583732,1.3544172167465414,39386.014285714286,40367.22857142857,38240.34285714285,39268.55714285715,3518.7960897901,28803.285714285714,0.007183800446834024,0.00254332254992922,0.001182146964295892,0.0030839803947617173,0.03146102302354108,-0.014003691492950237,39510.86666666667,40032.244999999995,40178.208000000006
2022-03-18,2022,3,18,40941.1,42368.6,40179.1,41775.1,2583.79104383,30434,41129.9,41469.1,40549.1,40945.6,2322.33915065,26099.0,0.04598478702599329,-0.005699310424199466,0.044877923081878546,-0.004338099406672513,-0.6480814557309877,-0.49881901104176674,39267.57142857143,40285.41428571429,38522.21428571428,39484.24285714286,3187.171335122929,26734.285714285714,0.0030692612394093155,-0.0026620729191433484,0.0005743033550563873,-0.00222551691276583,0.19547560647230705,0.1322137549802598,39754.53333333333,40117.85,40260.568
2022-03-19,2022,3,19,41778.7,42379.6,41537.5,42218.0,1298.20726204,16785,40941.1,42368.6,40179.1,41775.1,2583.79104383,30434.0,-0.004590334525491291,0.0216908493311887,-0.009124740129867193,0.020258587003243234,0.11258127095985193,0.16609831794321628,39482.614285714284,40592.014285714286,38797.58571428571,39918.95714285714,3055.6160689772,26930.571428571428,-0.0021815198779368944,-0.0016354783538533274,0.00737690560140658,0.005765610304139452,0.11948666663965064,0.08402450720615041,39733.4,40250.595,40352.06
2022-03-20,2022,3,20,42218.0,42308.2,40945.0,41289.0,1967.29109207,22542,41778.7,42379.6,41537.5,42218.0,1298.20726204,16785.0,0.020458658902667404,0.00025962623263464657,0.03380862189546319,0.01060200933091715,-0.4975571785729066,-0.44847867516593287,39918.47142857143,41003.41428571429,39203.08571428571,40409.385714285716,3019.1784012200574,27165.0,0.0057534171307924075,0.007645496938804294,0.007275080724170713,0.011208864495010637,0.1706104664641546,0.14831269246341297,40042.53333333334,40476.04,40441.662000000004
2022-03-21,2022,3,21,41286.1,41572.4,40510.1,41014.3,1953.9504866199,22519,42218.0,42308.2,40945.0,41289.0,1967.29109207,22542.0,0.010514927463037393,-0.0016847728624149738,-0.014264219079145324,-0.022004832062153534,0.5153906079516173,0.3429848078641644,40408.9,41433.15714285714,39681.81428571429,40909.47142857143,2971.6410351557715,27962.14285714286,0.011241192128397248,0.010249031252944534,0.010433614191333753,0.012528324085398421,0.17907382090843443,0.15265449611928747,40326.63333333333,40380.755000000005,40504.144
2022-03-22,2022,3,22,41014.3,43402.6,40916.3,42377.8,3336.9451303601,32677,41286.1,41572.4,40510.1,41014.3,1953.9504866199,22519.0,-0.0220735231417879,-0.017391427666504256,-0.010621565514714937,-0.006653103732228827,-0.006781205640525201,-0.0010203176293142047,40909.24285714285,41672.1,40099.75714285714,41098.771428571425,2757.8009909328857,27510.285714285714,0.012531958745832286,0.01073095705252972,0.012475339100637996,0.013055562481941174,0.1840181826748668,0.18450267673108003,40574.333333333336,40210.075,40565.828
2022-03-23,2022,3,23,42377.7,43010.6,41811.1,42910.3,2207.87184726,29946,41014.3,43402.6,40916.3,42377.8,3336.9451303601,32677.0,-0.006583329498305646,0.04402440080437975,0.01002712903695624,0.03324450252716726,0.707794109016864,0.4510857498112706,41098.54285714286,42172.47142857143,40492.08571428571,41534.82857142857,2865.9436647471857,29018.714285714286,0.013066695683697655,0.006066169312458403,0.010993692679263247,0.004919240431958508,0.11157417210578528,0.11091544285006509,41084.26666666666,40132.840000000004,40643.142
2022-03-24,2022,3,24,42910.2,44246.9,42637.4,43989.0,2598.22403232,25170,42377.7,43010.6,41811.1,42910.3,2207.87184726,29946.0,0.03324206435316457,-0.009031716993912808,0.021869035078929233,0.012565541391955204,-0.33835536366109153,-0.0835756036355847,41535.114285714284,42358.72857142857,40921.17142857143,41790.014285714286,2238.628001832857,25857.428571428572,0.004921677190216031,0.012354653347876379,0.010200678200610325,0.010977915298893312,0.24874039947746956,0.19518115550402534,41442.166666666664,40155.105,40726.95
2022-03-25,2022,3,25,43989.0,45105.0,43604.8,44315.5,3654.14485579,52270,42910.2,44246.9,42637.4,43989.0,2598.22403232,25170.0,0.012565571043261059,0.028744077041473526,0.019762694595454322,0.025138486563831997,0.1768002004031315,-0.15948707673812867,41789.44285714285,42755.557142857135,41219.5,42224.78571428572,2278.040127785714,25724.714285714286,0.010993321511325403,0.004595378345881656,0.010938883481357107,0.0062392292931754256,-0.02214417366816825,-0.010246390264849794,41960.34444444444,40397.68000000001,40868.664
2022-03-26,2022,3,26,44315.5,44800.0,44135.1,44548.0,1165.03671815,26378,43989.0,45105.0,43604.8,44315.5,3654.14485579,52270.0,0.025140875596012302,0.01939344903258755,0.022689000736442644,0.007422310122985332,0.4064009917293967,1.076678585617799,42224.857142857145,43146.47142857143,41708.885714285716,42587.700000000004,2430.9478152085717,28844.14285714286,0.006219147799506513,0.009515862269549227,0.007350993697582219,0.01045017014610464,0.09569606292242021,0.03822960034995564,42314.955555555556,40643.635,41008.486000000004
2022-03-27,2022,3,27,44547.2,46976.1,44439.4,46855.2,1895.85174777,21268,44315.5,44800.0,44135.1,44548.0,1165.03671815,26378.0,0.007422310122985332,-0.006761999778295058,0.012161505155395602,0.00524647132493139,-0.6811739095936503,-0.49535106179452837,42587.25714285714,43492.24285714286,42079.97142857143,42920.55714285715,2411.9234517957148,30214.571428571428,0.010466463531149883,0.00918766222689192,0.011895813821340766,0.008616416306067798,0.1376703087466409,0.1683124957320389,42715.22222222222,40950.22,41067.736000000004
2022-03-28,2022,3,28,46855.3,48200.0,46683.5,47137.9,3417.2216237399,59916,44547.2,46976.1,44439.4,46855.2,1895.85174777,21268.0,0.005228418950480096,0.048573660714285705,0.006894739107875747,0.051791326209930766,0.6272892675695965,-0.1937220410948518,42920.0,44159.08571428571,42579.17142857143,43715.728571428575,2401.717831181428,30032.571428571428,0.0086041279911953,0.008184572796759104,0.008803368572759682,0.007851339448069832,0.11143934717224893,0.16161644049938242,43279.677777777775,41391.78,41176.46
2022-03-29,2022,3,29,47138.3,48123.0,46912.5,47440.2,1877.20497352,27843,46855.3,48200.0,46683.5,47137.9,3417.2216237399,59916.0,0.05181245959342018,0.0260536741023627,0.05049798152090257,0.006033481876077884,0.8024730191901424,1.8171901448185066,43715.6,45105.88571428571,43461.08571428571,44590.52857142857,2610.7565650557144,35375.0,0.007848912489401403,0.015364349022002058,0.011826076885191264,0.018393647772653305,0.1274248699748174,0.08494403350523723,43826.333333333336,41811.045,41270.828
2022-03-30,2022,3,30,47440.3,47707.9,46570.6,47059.3,1737.31775671,25601,47138.3,48123.0,46912.5,47440.2,1877.20497352,27843.0,0.006039871690075582,-0.0015975103734440221,0.004905373418873982,0.006413098589457711,-0.4506633808943489,-0.5352994191868616,44590.45714285714,45780.22857142857,44317.68571428572,45313.72857142857,2402.2222569357,34684.42857142857,0.018404052880145412,0.021570792131840193,0.020557440747422336,0.020206017145268547,0.24303261637919846,0.3446883852834973,44509.799999999996,42084.79,41342.288
2022-03-31,2022,3,31,47079.2,47598.0,45250.0,45524.3,2320.05234427,30068,47440.3,47707.9,46570.6,47059.3,1737.31775671,25601.0,0.0064066799184527845,-0.008625813020800788,-0.007288036237676598,-0.008029055526747264,-0.0745188824786106,-0.08052293215529938,45313.68571428571,46451.27142857143,44997.614285714284,45906.44285714285,2335.0002439999857,34063.71428571428,0.020207367335628446,0.015053376249293942,0.019825761373410584,0.016372959439881467,0.0775386892490252,0.20377621828376416,45181.46666666667,42465.965000000004,41401.892
2022-04-01,2022,4,1,45523.5,46710.9,44257.6,46312.0,4181.29834325,36546,47079.2,47598.0,45250.0,45524.3,2320.05234427,30068.0,-0.0076116719329347715,-0.0023036017095701133,-0.028356946227877655,-0.032618419738500104,0.3354219948016526,0.1744853716651693,45909.25714285714,46930.0,45370.84285714286,46125.77142857143,2295.2614314214143,34763.42857142857,0.016373740987812475,0.015111362531167087,0.015660465471038325,0.013430874165781117,0.11522961513223676,0.2042123142095192,45531.07777777778,42805.575,41423.978
2022-04-02,2022,4,2,46312.0,47200.0,45666.1,45828.6,1420.1895203,22824,45523.5,46710.9,44257.6,46312.0,4181.29834325,36546.0,-0.03304431681082087,-0.01863733770326481,-0.02193149171270725,0.01730284705091556,0.802243106099245,0.21544499135293327,46128.47142857143,47159.41428571429,45464.09999999999,46410.985714285714,2370.569072487129,32517.14285714286,0.013491277705498786,0.010675979852446569,0.008786231067705184,0.0051798875511622445,0.13788987147488263,0.25192266398141894,45909.044444444444,43181.925,41479.468
2022-04-03,2022,4,3,45828.6,47444.9,45566.0,46423.4,1245.97997739,20620,46312.0,47200.0,45666.1,45828.6,1420.1895203,22824.0,0.017320724460992754,0.010470789473120856,0.03182504247857998,-0.010437899464501688,-0.6603472405664006,-0.3754720078804794,46413.68571428571,47502.27142857143,45682.81428571429,46593.92857142857,2407.0194727942717,32009.428571428572,0.005179107361665476,0.005243010318753373,0.0024118750035409136,0.006591392826580849,0.19443874495628952,0.1288892933721524,46113.444444444445,43583.935000000005,41548.036
2022-04-04,2022,4,4,46424.2,46888.0,45153.0,46617.1,1910.97459708,23949,45828.6,47444.9,45566.0,46423.4,1245.97997739,20620.0,-0.010437899464501688,0.005188559322033992,-0.002191998002894935,0.012978794901000734,-0.12266640502543635,-0.09656501927795302,46596.74285714286,47569.24285714286,45843.75714285715,46532.24285714285,2314.1806484542712,31916.85714285714,0.006593166552809393,0.007704837354669932,0.005220951763995825,0.004350768428090409,0.19741398338875377,0.14601487250273082,46347.65555555556,43920.645,41631.684
2022-04-05,2022,4,5,46617.1,47188.4,45377.0,45479.2,1882.88025051,22655,46424.2,46888.0,45153.0,46617.1,1910.97459708,23949.0,0.012996251249219881,-0.011737826404945584,-0.00906377562217442,0.004172464748381177,0.5337121235952673,0.16144519883608144,46535.15714285714,47381.81428571429,45625.11428571429,46457.84285714286,2099.0025017885714,26778.714285714286,0.004355121064954852,0.001506965727205402,0.003922846462457156,-0.001193878901756738,0.09027745873232051,0.1598944470480021,46577.555555555555,44285.23,41722.774
2022-04-06,2022,4,6,45498.3,45534.3,43123.7,43179.4,4589.10698672,36043,46617.1,47188.4,45377.0,45479.2,1882.88025051,22655.0,0.004155160455107554,0.006406756526190049,0.004960910681460762,-0.02440949780230861,-0.014701580341742182,-0.05403148356925136,46460.7,47248.3,45405.75714285715,46177.700000000004,2099.8132556442856,26037.571428571428,-0.0011900515556451901,-0.0038918200595529245,-0.004585975986553843,-0.0014597384914276962,0.051883045075909795,-0.0766405452352015,46424.666666666664,44502.990000000005,41781.087999999996
2022-04-07,2022,4,7,43179.5,43920.8,42750.0,43469.8,1565.17601256,22151,45498.3,45534.3,43123.7,43179.4,4589.10698672,36043.0,-0.023999776905899273,-0.0350531062718803,-0.04965731538003837,-0.05056817182360274,1.4372803238426806,0.5909512248951667,46183.27142857143,46937.78571428572,44913.34285714285,45623.42857142857,2507.211717074286,27529.285714285714,-0.0014592960177834799,-0.0027483533596051996,-0.004578042091898589,-0.005862966547394314,0.11416330229771075,-0.007887983004114323,45984.833333333336,44614.68,41753.414
2022-04-08,2022,4,8,43469.8,43968.7,42126.0,42282.6,2238.74341635,26125,43179.5,43920.8,42750.0,43469.8,1565.17601256,22151.0,-0.050964541532320995,-0.03543482605420534,-0.008665768475339508,0.006725429255617366,-0.6589366913673356,-0.3854285159392947,45626.17142857143,46412.47142857143,44556.2,45329.92857142857,2399.372241115714,26398.285714285714,-0.005803075564119488,-0.006523680966902272,-0.010630796255093127,-0.01193998316123081,0.3301346174864666,0.0880368965745237,45543.67777777778,44699.41499999999,41745.348000000005
2022-04-09,2022,4,9,42282.6,42805.1,42111.0,42764.0,621.74608186,13343,43469.8,43968.7,42126.0,42282.6,2238.74341635,26125.0,0.006723097766301311,0.0010905994426329002,-0.014596491228070163,-0.027310914704001488,0.4303461070095971,0.17940499300257318,45332.78571428572,46020.728571428575,44251.68571428571,44754.299999999996,2121.8643944157143,24909.571428571428,-0.011996342649746092,-0.011256713016135875,-0.007817770861873392,-0.006319433304928314,0.1880833766051826,0.008049198345314543,45012.93333333333,44702.645000000004,41780.121999999996
